flock_id,farm_no,house_no,survey_date,season,first_date_placed,last_date_sold,carbon_add_backs,caked_litter,pulled_cake_from_house,house_clean_out,litter_condition,litter_depth,moisture_percent,paw_score,proper_windrowing,litter_intervention,avg_weight,feed_conversion,livability,one_week_mortality,weight_gain_per_day,age_days,head_placed,head_sold,feed_consumed,goal_weight,breed,bird_type,hen_age_weeks,moisture_percent_single,paw_score_single,caked_litter_single,moisture_composite,paw_score_composite,caked_litter_composite,moisture_percent_num,paw_score_num,caked_litter_num,moisture_level,paw_score_level,mortality_rate,feed_efficiency,production_days
2159-85,2159,85,2024-10-02,Summer,2024-08-23,2024-10-04,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,5.89069381122663,1.61704295879821,96.6185,1.6345,0.1437272087,41,200000,193237,1840680,4.2,ROSS 308,SB,46,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.3815,0.6184127605015529,42
1869-116,1869,116,2024-09-19,Summer,2024-08-27,2024-10-02,Not done,11 – 49 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.82231630701994,1.49919284035232,97.5752770208,0.5823599571,0.1350913533,36,150079,146440,1058700,4.2,ROSS 308,SB,51,Greater than 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,45.5,90,30,High,Good,2.424722979230938,0.6670255974308105,36
5827-27,5827,27,2024-09-19,Summer,2024-08-22,2024-10-10,Not done,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Greater than 40 % moisture,50 – 80 % acceptable paws,None,Only 1 intervention used,6.35499113295802,1.71929617560025,95.4761363636,1.0136363636,0.1366185409,47,88000,84019,918001,6.7,ROSS 708,TP,45,Greater than 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,45.5,65,30,High,Acceptable,4.523863636363636,0.5816333533405753,49
3905-222,3905,222,2024-08-22,Summer,2024-08-01,2024-09-20,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,7.61894248813335,1.67983917705013,97.9351351351,0.5756756757,0.1554886222,49,74000,72472,927540,6.7,ROSS 708,TP,50,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.0648648648648646,0.5952950816137311,50
0171-75,171,75,2025-02-05,Winter,2025-01-24,2025-03-04,Not done,Less than 10 % caked,TRUE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,5.23260776781904,1.60207695062269,96.063,1.348,0.1377002044,38,100000,96063,805300,4.2,ROSS 308,SB,38,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.9370000000000003,0.6241897429529357,39
1286-122,1286,122,2024-09-17,Summer,2024-08-23,2024-10-02,Done per SOP,Less than 10 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.06974794612418,1.63634074887851,93.8444055944,1.7465034965,0.1043525114,39,57200,53679,357475,4.2,ROSS 708,SB,37,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,6.155594405594406,0.611119658717394,40
3719-234,3719,234,2025-04-17,Spring,2025-03-31,2025-05-16,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.26012446445883,1.59186731941253,96.9,0.8227272727,0.1394641287,45,66000,63954,637320,6.7,ROSS 708,TP,53,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,3.1,0.6281930584321843,46
5824-34,5824,34,2024-10-10,Fall,2024-09-16,2024-10-31,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,"Acid and disinfect used,Only 1 intervention used",5.9583778892819,1.66859020376608,95.5738993711,0.6643081761,0.1324083975,45,127200,121570,1208660,6.7,ROSS 708,TP,38,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.426100628930818,0.5993083249218154,45
0261-152,261,152,2024-09-19,Summer,2024-08-27,2024-10-03,Not done,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,None,4.56271656271656,1.50151883353584,94.519650655,2.9781659389,0.1233166639,37,22900,21645,148290,4.2,ROSS 708,SB,45,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,5.4803493449781655,0.6659923123609164,37
5003-274,5003,274,2025-05-21,Spring,2025-05-01,2025-05-27,Done per SOP,Less than 10 % caked,FALSE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,2.69952924625291,1.43154940869914,94.2908163265,4.2219387755,0.1038280479,26,39200,36962,142840,2,ROSS 308,SB,44,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.709183673469387,0.6985438252590301,26
0310-154,310,154,2025-03-20,Winter,2025-02-28,2025-04-17,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.42228083508427,1.70097800361966,92.8174273859,4.2178423237,0.1337975174,48,48200,44738,488725,6.7,ROSS 708,TP,34,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,7.182572614107883,0.5878970791344817,48
5272-194,5272,194,2025-03-17,Winter,2025-01-30,2025-03-19,Not done,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.2488170634054,1.72553588070829,95,1.7538035961,0.1307314795,48,72300,68685,740600,6.7,ROSS 708,TP,42,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,5,0.5795301107210385,48
8299-153,8299,153,2024-09-10,Summer,2024-08-13,2024-09-19,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,3.85768452486199,1.64358830719087,97.8865384615,1.1134615385,0.1071579035,36,52000,50901,322735,4.2,ROSS 708,SB,43,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.1134615384615385,0.6084248687003284,37
2731-234,2731,234,2024-10-11,Fall,2024-09-26,2024-11-13,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,7.0626414791963,1.68810982527797,95.9980769231,1.2096153846,0.1475097992,48,52000,49919,595160,6.7,ROSS 708,TP,51,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.001923076923077,0.592378520061831,48
4125-225,4125,225,2024-09-03,Summer,2024-08-09,2024-09-25,Not done,11 – 49 % caked,FALSE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,6.88887836750154,1.62536082474227,96.0045454545,0.6590909091,0.1465718802,47,44000,42242,472980,6.7,ROSS 708,TP,42,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,3.9954545454545456,0.6152480020296834,47
8549-199,8549,199,2025-03-03,Winter,2025-02-03,2025-03-07,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,3.60060629026146,1.58663965480951,95.9636363636,1.2145454545,0.1125189466,32,55000,52780,301525,4.2,ROSS 308,SB,39,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,4.036363636363636,0.6302628306110619,32
1422-114,1422,114,2024-07-16,Summer,2024-06-18,2024-08-09,Done per SOP,Less than 10 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,None,6.83139413653614,1.72373481472438,95.916,1.37,0.1313729642,52,50000,47958,564730,6.7,ROSS 708,TP,45,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.0840000000000005,0.5801356400403719,52
1889-41,1889,41,2025-02-27,Winter,2025-02-04,2025-03-11,Not done,11 – 49 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,4.23145423082267,1.56091044776119,95.9624242424,1.3745454545,0.1208986923,35,82500,79169,522905,4.2,ROSS 308,SB,29,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,4.037575757575758,0.6406517436245607,35
5489-58,5489,58,2024-12-27,Fall,2024-11-29,2025-01-17,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.71705553729872,1.78361755661169,95.9504504505,1.9594594595,0.1370444088,49,22200,21301,255200,6.7,ROSS 708,ORG,44,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,45.5,90,5,High,Good,4.04954954954955,0.56065830721003,49
4984-38,4984,38,2025-04-10,Spring,2025-03-20,2025-05-12,Done per SOP,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,7.15796723569637,1.71097365406644,93.2041654354,2.546081658,0.1405546011,51,392564,365886,4481040,6.7,ROSS 708,TP,39,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,6.795834564555078,0.5844625354828336,53
0405-125,405,125,2025-03-04,Winter,2025-02-11,2025-03-17,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.42439895172623,1.51250107305348,95.1871367757,2.7946240544,0.132043229,34,110641,105316,704765,4.2,ROSS 308,SB,51,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.812863224302022,0.6611565557313435,34
2725-6,2725,6,2024-08-22,Summer,2024-07-18,2024-09-03,Done per SOP,"11 – 49 % caked,Less than 10 % caked",FALSE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,7.0489457712929,1.66465917201999,96.3651515152,1.2075757576,0.149555791,47,66000,63601,746300,6.7,ROSS 308,ORG,34,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,TRUE,15,90,30,Low,Good,3.6348484848484843,0.6007235696100749,47
0889-60,889,60,2025-04-10,Spring,2025-03-20,2025-05-07,Not done,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,6.63794871794872,1.68692487295701,94.9675324675,0.9285714286,0.1382905983,48,46200,43875,491300,6.7,ROSS 708,TP,50,Greater than 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,45.5,90,30,High,Good,5.032467532467533,0.5927946265011199,48
0127-62,127,62,2024-09-04,Summer,2024-08-12,2024-09-30,Done per SOP,11 – 49 % caked,FALSE,"More than 5 years since cleanout,4 – 5 years since cleanout","Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,50 – 80 % acceptable paws,None,Only 1 intervention used,7.34975705395959,1.67652516817444,96.1557377049,1.5040983607,0.1499950419,49,24400,23462,289100,6.7,ROSS 708,TP,59,Less than 30 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,65,30,Low,Acceptable,3.844262295081967,0.5964718090626072,49
2386-55,2386,55,2024-10-07,Fall,2024-09-17,2024-11-05,Done per SOP,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,None,Only 1 intervention used,6.91942916935681,1.7457528957529,93.1887966805,0.6556016598,0.1441547744,48,48200,44917,542580,6.7,ROSS 708,TP,42,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,6.811203319502075,0.5728187548379948,49
5475-60,5475,60,2025-03-24,Winter,2025-02-27,2025-04-16,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.06253667532903,1.73868455014749,95.9436997319,0.6058981233,0.1262500255,48,74600,71574,754450,6.7,ROSS 708,ORG,32,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.056300268096515,0.5751474584134146,48
5072-195,5072,195,2024-10-04,Fall,2024-09-26,2024-11-12,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.36640652120807,1.76007755069069,96.0209876543,0.9938271605,0.1357705978,47,81000,77777,871520,6.7,ROSS 708,TP,38,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.9790123456790125,0.568156783550577,47
3030-87,3030,87,2025-03-03,Winter,2025-02-04,2025-03-21,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed per SOP,Only 1 intervention used,6.06385088241126,1.60477436232832,95.5113636364,2.8428030303,0.1347522418,45,52800,50430,490740,6.7,ROSS 708,TP,31,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,4.488636363636363,0.6231405632310385,45
0774-60,774,60,2024-11-14,Fall,2024-10-28,2024-12-27,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,9.81918969593218,1.82035167535616,95.5373831776,0.8115264798,0.1636531616,60,64200,61335,1096325,9,ROSS 708,BB,39,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,4.462616822429907,0.5493444006111322,60
1476-95,1476,95,2025-04-22,Spring,2025-03-20,2025-05-09,Done per SOP,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.95619941928708,1.62474837181764,96.6388059701,0.9353233831,0.1386332655,50,100500,97122,1097680,6.7,ROSS 708,ORG,48,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,3.361194029850746,0.6154799212885371,50
5828-32,5828,32,2025-03-13,Winter,2025-02-13,2025-03-28,Not done,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,"Less than 30 % moisture,31 – 40 % moisture",Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,5.48829233537417,1.63611160007041,94.1011363636,3.2579545455,0.1276347055,43,88000,82809,743580,6.7,ROSS 708,TP,38,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,FALSE,15,90,5,Low,Good,5.898863636363636,0.6112052502756934,43
8753-152,8753,152,2024-09-13,Summer,2024-08-20,2024-10-04,Done per SOP,Greater than 50 % of area caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,"31 – 40 % moisture,Greater than 40 % moisture",Greater than 80 % acceptable paws,None,Acid and disinfect used,6.74643230073094,1.63960724880691,95.3692946058,1.4273858921,0.1499207178,45,48200,45968,508475,6.7,ROSS 708,TP,31,31 – 40 % moisture,Greater than 80 % acceptable paws,Greater than 50 % of area caked,TRUE,FALSE,FALSE,35.5,90,75,High,Good,4.630705394190871,0.6099021584148693,45
0421-151,421,151,2024-09-09,Summer,2024-08-20,2024-10-09,Done per SOP,Less than 10 % caked,FALSE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.62965594479702,1.69846690401802,96.7820512821,0.979020979,0.1346177667,49,85800,83039,935040,6.7,ROSS 708,ORG,42,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.217948717948718,0.5887662559890483,50
8694-156,8694,156,2024-08-29,Summer,2024-08-01,2024-09-17,Not done,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,6.95281220209724,1.62418934667855,95.3636363636,1.3,0.1481436221,47,44000,41960,473841,6.7,ROSS 708,TP,32,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,45.5,90,5,High,Good,4.636363636363637,0.6156917615824715,47
3053-77,3053,77,2025-02-24,Winter,2025-02-03,2025-02-28,Done per SOP,Less than 10 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,50 – 80 % acceptable paws,None,Acid and disinfect used,1.91957050243112,1.45804749340369,96.7843137255,2.3039215686,0.0767828201,25,40800,39488,110520,2,ROSS 308,SB,29,Less than 30 % moisture,50 – 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,65,5,Low,Acceptable,3.215686274509804,0.6858487151646779,25
5568-27,5568,27,2025-03-13,Winter,2025-02-13,2025-04-04,Not done,Less than 10 % caked,FALSE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.49083533141669,1.76953781512605,96.0709606987,0.6189956332,0.1293784664,50,91600,88001,1010760,6.7,ROSS 708,ORG,36,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.9290393013100435,0.5651193161581386,50
0974-44,974,44,2025-03-25,Spring,2025-03-06,2025-04-22,Not done,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,5.9747665969005,1.71896955503513,95.7725225225,0.8603603604,0.1299938448,46,177600,170092,1746920,6.7,ROSS 708,TP,42,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,4.2274774774774775,0.5817438692098088,47
1226-16,1226,16,2025-03-28,Spring,2025-03-04,2025-04-17,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,5.61221234905445,1.63470282559273,91.820083682,1.780334728,0.1275502807,44,47800,43890,402660,6.7,ROSS 708,TP,29,31 – 40 % moisture,50 – 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,65,5,High,Acceptable,8.179916317991632,0.6117319823175861,44
0065-84,65,84,2025-04-30,Spring,2025-04-18,2025-06-05,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,6.36936362992851,1.65973920130399,91.7337662338,5.0021645022,0.1355505051,47,92400,84762,896060,6.7,ROSS 708,TP,45,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,8.266233766233766,0.6025042965872833,48
1028-2,1028,2,2025-04-08,Spring,2025-03-11,2025-04-28,Not done,11 – 49 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,7.08950111071896,1.64996485884971,95.1916996047,0,0.1479831887,48,101200,96334,1126860,6.7,ROSS 708,TP,49,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,4.808300395256917,0.6060735140123895,48
5855-35,5855,35,2025-03-19,Winter,2025-02-22,2025-03-29,Done per SOP,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,3.91151678852512,1.553528907515,95.9309858022,0.916734424,0.1185308118,33,111919,107365,652420,4.2,ROSS 308,SB,38,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,4.069014197768029,0.6436957787928027,35
1715-117,1715,117,2024-08-23,Summer,2024-08-02,2024-09-10,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.48954545454545,1.57340285511795,96.4912280702,1.6842105263,0.1151165501,39,45600,44000,310810,4.2,ROSS 708,SB,41,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,3.508771929824561,0.6355651362568775,39
5453-58,5453,58,2024-10-02,Fall,2024-09-03,2024-10-22,Not done,Less than 10 % caked,TRUE,More than 5 years since cleanout,None of the above (litter even and clean),Less than 3 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,None,None,6.95076117982874,1.69344820505801,96.5282880235,1.7060066128,0.1420000951,49,87104,84080,989685,6.7,ROSS 708,ORG,40,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,45.5,90,5,High,Good,3.4717119764878763,0.5905111222257574,49
0107-20,107,20,2025-02-25,Winter,2025-02-04,2025-03-10,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.0855455889422,1.57301425209786,97.7455673759,0.594858156,0.1201631056,34,112800,110257,708580,4.2,ROSS 308,SB,36,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,2.254432624113475,0.6357221485223951,34
1127-36,1127,36,2024-09-11,Summer,2024-08-13,2024-10-01,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter","Greater than 5 inches,Less than 3 inches",Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.75590427618674,1.64942627520208,97.2900763359,1.1969465649,0.1378247528,49,65500,63725,710111,6.7,ROSS 708,ORG,41,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.709923664122137,0.6062714139057137,49
2941-75,2941,75,2025-03-25,Spring,2025-03-04,2025-04-23,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,"50 – 80 % acceptable paws,Greater than 80 % acceptable paws",Performed but not recorded,Only 1 intervention used,7.40782058983381,1.69192377495463,95.5163934426,1.4303278689,0.1481564118,50,73200,69918,876315,6.7,ROSS 708,TP,35,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,TRUE,FALSE,35.5,65,30,High,Acceptable,4.483606557377049,0.5910431751139709,50
2781-8,2781,8,2025-03-04,Winter,2025-02-11,2025-03-28,Not done,Greater than 50 % of area caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,Greater than 40 % moisture,Less than 50 % acceptable paws,None,Only 1 intervention used,6.02875924404273,1.62133705874336,91.7336683417,4.2060301508,0.1339724276,45,79600,73020,713745,6.7,ROSS 708,TP,31,Greater than 40 % moisture,Less than 50 % acceptable paws,Greater than 50 % of area caked,FALSE,FALSE,FALSE,45.5,25,75,High,Poor,8.266331658291458,0.6167748985982372,45
